"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"18506","Georgia","326211","Tire manufacturing (except retreading)","1236"
"18552","Georgia","331210","Iron and steel pipe and tube manufacturing from purchased steel","151"
"18575","Georgia","331523","Nonferrous metal die-casting foundries","121"
"18576","Georgia","331524","Aluminum foundries (except die-casting)","47"
"18582","Georgia","332114","Custom roll forming","653"
"18599","Georgia","332410","Power boiler and heat exchanger manufacturing","440"
"18601","Georgia","332420","Metal tank (heavy gauge) manufacturing","897"
"18607","Georgia","332510","Hardware manufacturing","961"
"18620","Georgia","332811","Metal heat treating","88"
"18621","Georgia","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","717"
"18622","Georgia","332813","Electroplating, plating, polishing, anodizing, and coloring","525"
"18630","Georgia","332991","Ball and roller bearing manufacturing","1520"
"18631","Georgia","332992","Small arms ammunition manufacturing","99"
"18644","Georgia","333131","Mining machinery and equipment manufacturing","47"
"18666","Georgia","333514","Special die and tool, die set, jig, and fixture manufacturing","459"
"18667","Georgia","333515","Cutting tool and machine tool accessory manufacturing","196"
"18668","Georgia","333517","Machine tool manufacturing","175"
"18672","Georgia","333611","Turbine and turbine generator set units manufacturing","241"
"18673","Georgia","333612","Speed changer, industrial high-speed drive, and gear manufacturing","116"
"18678","Georgia","333911","Pump and pumping equipment manufacturing","1113"
"18697","Georgia","334111","Electronic computer manufacturing","69"
"18699","Georgia","334118","Computer terminal and other computer peripheral equipment manufacturing","711"
"18704","Georgia","334220","Radio and television broadcasting and wireless communications equipment manufacturing","951"
"18709","Georgia","334310","Audio and video equipment manufacturing","77"
"18716","Georgia","334418","Printed circuit assembly (electronic assembly) manufacturing","343"
"18725","Georgia","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","139"
"18726","Georgia","334516","Analytical laboratory instrument manufacturing","310"
"18727","Georgia","334517","Irradiation apparatus manufacturing","61"
"18732","Georgia","334614","Software and other prerecorded compact disc, tape, and record reproducing","125"
"18737","Georgia","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","840"
"18748","Georgia","335312","Motor and generator manufacturing","1784"
"18750","Georgia","335314","Relay and industrial control manufacturing","185"
"18772","Georgia","336211","Motor vehicle body manufacturing","1415"
"18773","Georgia","336212","Truck trailer manufacturing","56"
"18777","Georgia","336310","Motor vehicle gasoline engine and engine parts manufacturing","628"
"18779","Georgia","336320","Motor vehicle electrical and electronic equipment manufacturing","611"
"18783","Georgia","336340","Motor vehicle brake system manufacturing","1135"
"18789","Georgia","336370","Motor vehicle metal stamping","1557"
"18791","Georgia","336390","Other motor vehicle parts manufacturing","3486"
"18795","Georgia","336412","Aircraft engine and engine parts manufacturing","1435"
"18799","Georgia","336510","Railroad rolling stock manufacturing","189"
"18833","Georgia","339112","Surgical and medical instrument manufacturing","470"
"18834","Georgia","339113","Surgical appliance and supplies manufacturing","2072"
"19202","Georgia","483111","Deep sea freight transportation","236"
"19213","Georgia","484110","General freight trucking, local","5769"
"19215","Georgia","484121","General freight trucking, long-distance, truckload","18201"
"19232","Georgia","485210","Interurban and rural bus transportation","337"
"19375","Georgia","517410","Satellite telecommunications","603"
"19383","Georgia","518210","Data processing, hosting, and related services","17991"
"19391","Georgia","519130","Internet publishing and broadcasting and web search portals","5377"
"19555","Georgia","541360","Geophysical surveying and mapping services","143"
"19557","Georgia","541370","Surveying and mapping (except geophysical) services","1144"
"19559","Georgia","541380","Testing laboratories","1959"
"19757","Georgia","621111","Offices of physicians (except mental health specialists)","81175"
"19761","Georgia","621210","Offices of dentists","23212"
"19766","Georgia","621320","Offices of optometrists","3150"
"19772","Georgia","621391","Offices of podiatrists","1212"
"19800","Georgia","622110","General medical and surgical hospitals","137657"
"20825","Hawaii","483113","Coastal and great lakes freight transportation","431"
"20833","Hawaii","484110","General freight trucking, local","1364"
"20847","Hawaii","485113","Bus and other motor vehicle transit systems","82"
"20890","Hawaii","488320","Marine cargo handling","664"
"20987","Hawaii","518210","Data processing, hosting, and related services","618"
"21146","Hawaii","541380","Testing laboratories","89"
"21339","Hawaii","621111","Offices of physicians (except mental health specialists)","7235"
"21343","Hawaii","621210","Offices of dentists","4108"
"21348","Hawaii","621320","Offices of optometrists","565"
"21382","Hawaii","622110","General medical and surgical hospitals","19337"
"21956","Idaho","325211","Plastics material and resin manufacturing","88"
"22072","Idaho","332420","Metal tank (heavy gauge) manufacturing","326"
"22092","Idaho","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","79"
"22136","Idaho","333515","Cutting tool and machine tool accessory manufacturing","161"
"22144","Idaho","333911","Pump and pumping equipment manufacturing","34"
"22182","Idaho","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","12"
"22204","Idaho","335312","Motor and generator manufacturing","79"
"22223","Idaho","336211","Motor vehicle body manufacturing","55"
"22231","Idaho","336320","Motor vehicle electrical and electronic equipment manufacturing","6"
"22246","Idaho","336413","Other aircraft parts and auxiliary equipment manufacturing","251"
"22281","Idaho","339113","Surgical appliance and supplies manufacturing","166"
"22643","Idaho","484110","General freight trucking, local","1259"
"22645","Idaho","484121","General freight trucking, long-distance, truckload","3493"
"22788","Idaho","517410","Satellite telecommunications","2"
"22796","Idaho","518210","Data processing, hosting, and related services","788"
"22958","Idaho","541370","Surveying and mapping (except geophysical) services","220"
"22960","Idaho","541380","Testing laboratories","564"
"23157","Idaho","621111","Offices of physicians (except mental health specialists)","7202"
"23161","Idaho","621210","Offices of dentists","5392"
"23166","Idaho","621320","Offices of optometrists","781"
"23172","Idaho","621391","Offices of podiatrists","184"
"23199","Idaho","622110","General medical and surgical hospitals","26334"
"23821","Illinois","325211","Plastics material and resin manufacturing","3636"
"23822","Illinois","325212","Synthetic rubber manufacturing","203"
"23834","Illinois","325411","Medicinal and botanical manufacturing","964"
"23881","Illinois","326211","Tire manufacturing (except retreading)","3645"
"23926","Illinois","331110","Iron and steel mills and ferroalloy manufacturing","5971"
"23929","Illinois","331210","Iron and steel pipe and tube manufacturing from purchased steel","2197"
"23931","Illinois","331221","Rolled steel shape manufacturing","680"
"23932","Illinois","331222","Steel wire drawing","359"
"23949","Illinois","331511","Iron foundries","1709"
"23951","Illinois","331513","Steel foundries (except investment)","1517"
"23953","Illinois","331523","Nonferrous metal die-casting foundries","2285"
"23954","Illinois","331524","Aluminum foundries (except die-casting)","828"
"23955","Illinois","331529","Other nonferrous metal foundries (except die-casting)","849"
